Destination Latitude,Destination Longitude,Origin Airport Name,City,Country,Origin Latitude,Origin Longitude,Business Passangers,Passangers,Destination Name,Destination Code,Departure Date Month,Destination Country Name,Origin,Route_Type
36.8439,-2.3701,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,30,Almeria,LEI,01-10-2019,Spain,LUX,LUX-LEI
36.6749,-4.4991,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,4,48,Malaga,AGP,01-02-2020,Spain,LUX,LUX-AGP
16.1365,-22.8889,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,40,Boa Vista,BVC,01-01-2020,Cap Vert,LUX,LUX-BVC
36.8987,30.8005,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,34,Antalya,AYT,01-09-2019,Turquie,LUX,LUX-AYT
36.4054,28.0862,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,28,Rhodos,RHO,01-04-2020,Grece,LUX,LUX-RHO
41.1389,16.7606,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,30,Bari,BRI,01-10-2019,Italie,LUX,LUX-BRI
36.4054,28.0862,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,38,Rhodos,RHO,01-10-2020,Grece,LUX,LUX-RHO
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,22,Palma Mallorca,PMI,01-10-2019,Spain,LUX,LUX-PMI
32.6979,-16.7745,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,36,Madeira,FNC,01-04-2020,Portugal,LUX,LUX-FNC
37.0144,-7.9659,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,20,Faro,FAO,01-09-2019,Portugal,LUX,LUX-FAO
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,34,Palma Mallorca,PMI,01-09-2019,Spain,LUX,LUX-PMI
36.7446,-6.0601,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,57,Jerez,XRY,01-10-2019,Spain,LUX,LUX-XRY
36.7446,-6.0601,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,38,Jerez,XRY,01-10-2019,Spain,LUX,LUX-XRY
41.1389,16.7606,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,4,56,Bari,BRI,01-10-2019,Italie,LUX,LUX-BRI
27.1783,33.7994,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,39,Hurghada,HRG,01-11-2019,Egypte,LUX,LUX-HRG
33.875,10.7755,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,32,Djerba,DJE,01-09-2019,Tunisie,LUX,LUX-DJE
48.1103,16.5697,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,1,11,Vienna,VIE,01-09-2019,Autriche,LUX,LUX-VIE
45.5053,12.3519,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,48,Venice,VCE,01-10-2019,Italie,LUX,LUX-VCE
66.5648,25.8304,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,30,Rovaniemi,RVN,01-02-2020,Finlande,LUX,LUX-RVN
27.9319,-15.3866,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,40,Gran Canaria,LPA,01-10-2019,Spain,LUX,LUX-LPA
28.0445,-16.5725,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,36,Tenerife Sud,TFS,01-01-2020,Spain,LUX,LUX-TFS
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,51,Palma Mallorca,PMI,01-10-2019,Spain,LUX,LUX-PMI
36.8987,30.8005,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,26,Antalya,AYT,01-10-2019,Turquie,LUX,LUX-AYT
28.0445,-16.5725,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,30,Tenerife Sud,TFS,01-11-2019,Spain,LUX,LUX-TFS
null,null,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,42,Berlin,BER,01-12-2019,Allemagne,LUX,LUX-BER
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,26,Palma Mallorca,PMI,01-10-2019,Spain,LUX,LUX-PMI
25.5571,34.5837,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,34,Marsa Alam,RMF,01-11-2019,Egypte,LUX,LUX-RMF
28.4527,-13.8638,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,24,Fuerteventura,FUE,01-01-2020,Spain,LUX,LUX-FUE
35.3397,25.1803,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,4,60,Heraklion,HER,01-09-2019,Grece,LUX,LUX-HER
16.1365,-22.8889,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,1,10,Boa Vista,BVC,01-12-2019,Cap Vert,LUX,LUX-BVC
33.875,10.7755,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,51,Djerba,DJE,01-09-2019,Tunisie,LUX,LUX-DJE
39.8626,4.2186,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,34,Minorca,MAH,01-10-2019,Spain,LUX,LUX-MAH
32.6979,-16.7745,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,36,Madeira,FNC,01-09-2019,Portugal,LUX,LUX-FNC
41.2481,-8.6814,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,32,Porto,OPO,01-11-2019,Portugal,LUX,LUX-OPO
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,30,Palma Mallorca,PMI,01-10-2019,Spain,LUX,LUX-PMI
27.9319,-15.3866,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,60,Gran Canaria,LPA,01-10-2019,Spain,LUX,LUX-LPA
39.6019,19.9117,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,32,Corfu,CFU,01-09-2019,Grece,LUX,LUX-CFU
25.6135,55.9388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,28,RAS AL KHAIMAH,RKT,01-11-2019,Arab Emirates,LUX,LUX-RKT
48.1103,16.5697,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,20,Vienna,VIE,01-10-2019,Autriche,LUX,LUX-VIE
28.0445,-16.5725,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,20,Tenerife Sud,TFS,01-10-2019,Spain,LUX,LUX-TFS
27.1783,33.7994,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,22,Hurghada,HRG,01-11-2019,Egypte,LUX,LUX-HRG
27.1783,33.7994,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,36,Hurghada,HRG,01-11-2019,Egypte,LUX,LUX-HRG
36.6749,-4.4991,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,57,Malaga,AGP,01-10-2019,Spain,LUX,LUX-AGP
37.0144,-7.9659,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,30,Faro,FAO,01-10-2019,Portugal,LUX,LUX-FAO
43.6584,7.2159,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,26,Nice-cote d'azur,NCE,01-09-2019,France,LUX,LUX-NCE
35.8575,14.4775,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,26,Malte,MLA,01-09-2019,Malte,LUX,LUX-MLA
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,4,48,Palma Mallorca,PMI,01-10-2019,Spain,LUX,LUX-PMI
28.9455,-13.6052,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,54,Lanzarote,ACE,01-10-2019,Spain,LUX,LUX-ACE
36.8439,-2.3701,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,42,Almeria,LEI,01-09-2019,Spain,LUX,LUX-LEI
27.1783,33.7994,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,34,Hurghada,HRG,01-11-2019,Egypte,LUX,LUX-HRG
44.1083,15.3467,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,4,76,ZADAR,ZAD,01-10-2019,Croatia,LUX,LUX-ZAD
42.5696,27.5152,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,30,Burgas,BOJ,01-09-2019,Bulgarie,LUX,LUX-BOJ
27.9319,-15.3866,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,4,60,Gran Canaria,LPA,01-10-2019,Spain,LUX,LUX-LPA
27.9319,-15.3866,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,1,19,Gran Canaria,LPA,01-10-2019,Spain,LUX,LUX-LPA
66.5648,25.8304,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,24,Rovaniemi,RVN,01-02-2020,Finlande,LUX,LUX-RVN
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,28,Palma Mallorca,PMI,01-05-2020,Spain,LUX,LUX-PMI
28.9455,-13.6052,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,26,Lanzarote,ACE,01-10-2019,Spain,LUX,LUX-ACE
35.3397,25.1803,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,26,Heraklion,HER,01-10-2019,Grece,LUX,LUX-HER
32.6979,-16.7745,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,30,Madeira,FNC,01-11-2019,Portugal,LUX,LUX-FNC
31.6069,-8.0363,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,4,48,Marrakech,RAK,01-02-2020,Maroc,LUX,LUX-RAK
36.4054,28.0862,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,26,Rhodos,RHO,01-10-2019,Grece,LUX,LUX-RHO
42.5696,27.5152,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,20,Burgas,BOJ,01-09-2019,Bulgarie,LUX,LUX-BOJ
36.6749,-4.4991,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,30,Malaga,AGP,01-11-2019,Spain,LUX,LUX-AGP
37.0144,-7.9659,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,48,Faro,FAO,01-09-2019,Portugal,LUX,LUX-FAO
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,4,80,Palma Mallorca,PMI,01-04-2020,Spain,LUX,LUX-PMI
25.5571,34.5837,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,24,Marsa Alam,RMF,01-11-2019,Egypte,LUX,LUX-RMF
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,33,Palma Mallorca,PMI,01-09-2019,Spain,LUX,LUX-PMI
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,45,Palma Mallorca,PMI,01-09-2019,Spain,LUX,LUX-PMI
32.6979,-16.7745,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,26,Madeira,FNC,01-10-2019,Portugal,LUX,LUX-FNC
30.325,-9.4131,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,39,Agadir,AGA,01-09-2019,Maroc,LUX,LUX-AGA
32.6979,-16.7745,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,1,20,Madeira,FNC,01-11-2019,Portugal,LUX,LUX-FNC
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,1,14,Palma Mallorca,PMI,01-10-2019,Spain,LUX,LUX-PMI
36.4054,28.0862,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,28,Rhodos,RHO,01-10-2019,Grece,LUX,LUX-RHO
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,34,Palma Mallorca,PMI,01-09-2019,Spain,LUX,LUX-PMI
16.1365,-22.8889,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,28,Boa Vista,BVC,01-11-2019,Cap Vert,LUX,LUX-BVC
28.4527,-13.8638,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,28,Fuerteventura,FUE,01-01-2020,Spain,LUX,LUX-FUE
null,null,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,1,19,Milan,MIL,01-11-2019,Italie,LUX,LUX-MIL
35.8575,14.4775,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,30,Malte,MLA,01-10-2019,Malte,LUX,LUX-MLA
33.875,10.7755,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,1,14,Djerba,DJE,01-09-2019,Tunisie,LUX,LUX-DJE
null,null,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,20,Berlin,BER,01-12-2019,Allemagne,LUX,LUX-BER
27.9319,-15.3866,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,22,Gran Canaria,LPA,01-09-2019,Spain,LUX,LUX-LPA
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,1,11,Palma Mallorca,PMI,01-09-2019,Spain,LUX,LUX-PMI
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,22,Palma Mallorca,PMI,01-10-2019,Spain,LUX,LUX-PMI
28.4527,-13.8638,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,22,Fuerteventura,FUE,01-10-2019,Spain,LUX,LUX-FUE
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,28,Palma Mallorca,PMI,01-10-2019,Spain,LUX,LUX-PMI
25.5571,34.5837,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,54,Marsa Alam,RMF,01-09-2019,Egypte,LUX,LUX-RMF
36.6749,-4.4991,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,32,Malaga,AGP,01-10-2019,Spain,LUX,LUX-AGP
27.1783,33.7994,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,60,Hurghada,HRG,01-11-2019,Egypte,LUX,LUX-HRG
28.9455,-13.6052,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,26,Lanzarote,ACE,01-11-2019,Spain,LUX,LUX-ACE
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,32,448,Palma Mallorca,PMI,01-10-2020,Spain,LUX,LUX-PMI
36.4054,28.0862,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,30,Rhodos,RHO,01-10-2019,Grece,LUX,LUX-RHO
41.1389,16.7606,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,35,420,Bari,BRI,01-05-2020,Italie,LUX,LUX-BRI
41.1389,16.7606,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,35,560,Bari,BRI,01-09-2020,Italie,LUX,LUX-BRI
41.1389,16.7606,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,35,490,Bari,BRI,01-10-2020,Italie,LUX,LUX-BRI
43.5389,16.298,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,35,385,Split,SPU,01-05-2020,Croatia,LUX,LUX-SPU
43.5389,16.298,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,20,280,Split,SPU,01-09-2020,Croatia,LUX,LUX-SPU
43.5389,16.298,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,35,525,Split,SPU,01-10-2020,Croatia,LUX,LUX-SPU
39.6019,19.9117,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,30,390,Corfu,CFU,01-05-2020,Grece,LUX,LUX-CFU
39.6019,19.9117,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,30,420,Corfu,CFU,01-09-2020,Grece,LUX,LUX-CFU
38.9054,16.2423,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,35,385,Lamezia Terme,SUF,01-05-2020,Italie,LUX,LUX-SUF
38.9054,16.2423,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,35,595,Lamezia Terme,SUF,01-09-2020,Italie,LUX,LUX-SUF
40.8987,9.5176,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,30,540,Olbia,OLB,01-05-2020,Italie,LUX,LUX-OLB
40.8987,9.5176,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,35,490,Olbia,OLB,01-09-2020,Italie,LUX,LUX-OLB
40.8987,9.5176,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,35,560,Olbia,OLB,01-10-2020,Italie,LUX,LUX-OLB
37.4668,15.0664,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,30,510,Catania,CTA,01-05-2020,Italie,LUX,LUX-CTA
37.4668,15.0664,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,30,510,Catania,CTA,01-09-2020,Italie,LUX,LUX-CTA
null,null,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,20,London,LON,01-10-2019,Great Britain,LUX,LUX-LON
37.4668,15.0664,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,30,450,Catania,CTA,01-05-2020,Italie,LUX,LUX-CTA
37.4668,15.0664,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,30,390,Catania,CTA,01-05-2020,Italie,LUX,LUX-CTA
37.4668,15.0664,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,25,275,Catania,CTA,01-09-2020,Italie,LUX,LUX-CTA
37.4668,15.0664,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,30,510,Catania,CTA,01-09-2020,Italie,LUX,LUX-CTA
36.7446,-6.0601,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,20,280,Jerez,XRY,01-04-2020,Spain,LUX,LUX-XRY
36.7446,-6.0601,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,20,300,Jerez,XRY,01-09-2020,Spain,LUX,LUX-XRY
44.1083,15.3467,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,25,350,ZADAR,ZAD,01-05-2020,Croatia,LUX,LUX-ZAD
44.1083,15.3467,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,30,330,ZADAR,ZAD,01-09-2020,Croatia,LUX,LUX-ZAD
37.4668,15.0664,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,30,360,Catania,CTA,01-06-2020,Italie,LUX,LUX-CTA
40.886,14.2908,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,10,110,Naples,NAP,01-04-2020,Italie,LUX,LUX-NAP
40.886,14.2908,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,10,110,Naples,NAP,01-04-2020,Italie,LUX,LUX-NAP
40.886,14.2908,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,20,200,Naples,NAP,01-05-2020,Italie,LUX,LUX-NAP
40.886,14.2908,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,20,220,Naples,NAP,01-05-2020,Italie,LUX,LUX-NAP
40.886,14.2908,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,10,130,Naples,NAP,01-06-2020,Italie,LUX,LUX-NAP
40.886,14.2908,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,10,120,Naples,NAP,01-06-2020,Italie,LUX,LUX-NAP
40.886,14.2908,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,20,400,Naples,NAP,01-09-2020,Italie,LUX,LUX-NAP
40.886,14.2908,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,10,120,Naples,NAP,01-09-2020,Italie,LUX,LUX-NAP
40.886,14.2908,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,10,190,Naples,NAP,01-09-2020,Italie,LUX,LUX-NAP
40.886,14.2908,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,10,130,Naples,NAP,01-10-2020,Italie,LUX,LUX-NAP
40.886,14.2908,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,10,130,Naples,NAP,01-10-2020,Italie,LUX,LUX-NAP
27.9319,-15.3866,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,28,Gran Canaria,LPA,01-12-2019,Spain,LUX,LUX-LPA
36.4054,28.0862,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,1,15,Rhodos,RHO,01-10-2019,Grece,LUX,LUX-RHO
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,17,238,Palma Mallorca,PMI,01-05-2020,Spain,LUX,LUX-PMI
32.6979,-16.7745,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,36,Madeira,FNC,01-11-2019,Portugal,LUX,LUX-FNC
28.4527,-13.8638,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,20,Fuerteventura,FUE,01-11-2019,Spain,LUX,LUX-FUE
27.1783,33.7994,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,5,95,Hurghada,HRG,01-10-2019,Egypte,LUX,LUX-HRG
36.6749,-4.4991,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,4,64,Malaga,AGP,01-09-2020,Spain,LUX,LUX-AGP
36.7446,-6.0601,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,24,Jerez,XRY,01-10-2019,Spain,LUX,LUX-XRY
36.4054,28.0862,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,24,Rhodos,RHO,01-10-2019,Grece,LUX,LUX-RHO
27.1783,33.7994,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,4,68,Hurghada,HRG,01-10-2019,Egypte,LUX,LUX-HRG
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,1,14,Palma Mallorca,PMI,01-11-2019,Spain,LUX,LUX-PMI
30.325,-9.4131,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,32,Agadir,AGA,01-11-2019,Maroc,LUX,LUX-AGA
30.325,-9.4131,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,13,195,Agadir,AGA,01-02-2020,Maroc,LUX,LUX-AGA
27.9319,-15.3866,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,34,Gran Canaria,LPA,01-12-2019,Spain,LUX,LUX-LPA
27.9319,-15.3866,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,34,Gran Canaria,LPA,01-03-2020,Spain,LUX,LUX-LPA
37.0144,-7.9659,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,4,68,Faro,FAO,01-03-2020,Portugal,LUX,LUX-FAO
27.9319,-15.3866,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,4,80,Gran Canaria,LPA,01-10-2019,Spain,LUX,LUX-LPA
27.9319,-15.3866,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,38,Gran Canaria,LPA,01-10-2019,Spain,LUX,LUX-LPA
27.9319,-15.3866,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,36,Gran Canaria,LPA,01-10-2019,Spain,LUX,LUX-LPA
27.9319,-15.3866,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,24,Gran Canaria,LPA,01-10-2019,Spain,LUX,LUX-LPA
27.1783,33.7994,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,6,102,Hurghada,HRG,01-02-2020,Egypte,LUX,LUX-HRG
36.0758,10.4386,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,5,70,Enfidha,NBE,01-10-2019,Tunisie,LUX,LUX-NBE
39.5517,2.7388,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,3,57,Palma Mallorca,PMI,01-10-2019,Spain,LUX,LUX-PMI
27.1783,33.7994,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,32,Hurghada,HRG,01-10-2019,Egypte,LUX,LUX-HRG
36.6749,-4.4991,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,1,19,Malaga,AGP,01-10-2019,Spain,LUX,LUX-AGP
42.5614,18.2682,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,20,Dubrovnik,DBV,01-10-2019,Croatia,LUX,LUX-DBV
27.9319,-15.3866,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,1,13,Gran Canaria,LPA,01-10-2019,Spain,LUX,LUX-LPA
25.5571,34.5837,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,4,68,Marsa Alam,RMF,01-12-2019,Egypte,LUX,LUX-RMF
27.1783,33.7994,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,1,11,Hurghada,HRG,01-11-2019,Egypte,LUX,LUX-HRG
28.0445,-16.5725,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,20,Tenerife Sud,TFS,01-10-2019,Spain,LUX,LUX-TFS
27.1783,33.7994,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,34,Hurghada,HRG,01-10-2019,Egypte,LUX,LUX-HRG
27.1783,33.7994,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,28,Hurghada,HRG,01-10-2019,Egypte,LUX,LUX-HRG
27.1783,33.7994,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233,6.20444,2,24,Hurghada,HRG,01-10-2019,Egypte,LUX,LUX-HRG
